Supplement ID;Classification Code;Dietary supplement name;Protein (g);Total fat (g);Dietary fibre (g);Preformed vitamin A (retinol) (µg);Beta-carotene (µg);Provitamin A (b-carotene equivalents) (µg);Vitamin A retinol equivalents (µg);Thiamin (B1) (mg);Riboflavin (B2) (mg);Niacin (B3) (mg);Niacin derived equivalents (mg);Folic acid  (µg);Dietary folate equivalents  (µg);Vitamin B6 (mg);Vitamin B12  (µg);Vitamin C (mg);Vitamin E (mg);Calcium (Ca) (mg);Iodine (I) (µg);Iron (Fe) (mg);Magnesium (Mg) (mg);Phosphorus (P) (mg);Potassium (K) (mg);Selenium (Se) (µg);Sodium (Na) (mg);Zinc (Zn) (mg);Caffeine (mg);Cholesterol (mg);Total saturated fat (g);Total monounsaturated fat (g);Total polyunsaturated fat (g);Linoleic acid (g);Alpha-linolenic acid (g);Total long chain omega 3 fatty acids (mg);Total trans fatty acids (mg);Purchase Link;Image Link;Price
117835;33402;GNC L-Carnitine 500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
117837;33104;Tranquil Calm Max;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;21,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
118183;33401;Metamucil Fibrecaps;0;0;0,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
118309;33107;Orthoplex Selenium Drops;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200,2;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
118384;33301;Orthoplex Intestaclear;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
118399;33102;Nutra-Life Joint Food;0,05;0;0;0;0;0;0;0;0;15;15;0;0;4,1;0;89,7;0;10,3;0;0;0;0;58,6;8,1;0;3,51;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
118563;33301;Black Walnut & Senna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
118569;33101;Chelamin;0,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;50;10,95;19;84,8;167,1;0;0;3,91;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
118578;33102;Armaforce;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;4,89;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
118623;33501;SB Floractiv;0,1;0,01;0,03;0;0;0;0;0,05;0,01;0,01;0,01;0;2,5;0;0;0;0;0,2;0;0,04;0,1;3,5;4;0;0,1;0,02;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
118678;33401;Wonder Foods Herbafibre;0;0;0,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
118705;33108;Mega C 1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.minervapharmaceuticals.com.au/product/mega-c-1500/;https://www.minervapharmaceuticals.com.au/wp-content/uploads/1234.jpg;37.00AUD
118771;33112;Nutrition Care Vitamin B12 Sublingual;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
119026;33102;Adhealth;0,25;0;0;0;0;0;0;0;0;0;0;0;0;12,4;0;0;0;8;38,2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
119069;33108;Nature's Own Calcium Ascorbate 1000 Complex;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;897,2;0;102,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
119071;33101;Nature's Own Zinc + B6 Magnesium;0;0;0;0;0;0;0;0;0;0;0;0;0;20,7;0;0;0;0;0;0;31,1;0;0;0;0;5,72;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
119329;33402;VIP Liver Tonic;0;0,01;0,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0;0;0;0;0;0;0;0;0,01;0,01;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
119572;33301;Femular;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
119613;33101;Nutrimedicine CalMag Complete ;0,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;247,5;0;0;120,1;128,4;0;0;1,5;9,78;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
119710;33108;Blackmores Sustained Release C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498,5;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
119713;33503;Golden Glow Joints In Motion ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117,1;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
119715;33107;Blackmores Silica Compound;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103,6;0;0;64,8;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
119739;33301;Nature's Sunshine Sage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
119752;33105;Blackmores Magnesium Compound;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,7;22;11,2;0;64,7;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
119777;33205;Golden Glow Lecithin 1.2g ;0;0,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;36;0;0;0;0;0;0;0,18;0,13;0,54;0,54;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
119796;33205;Nature's Own Natural Soyabean Lecithin 1200 ;0;0,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;36;0;0;0;0;0;0;0,18;0,13;0,54;0,54;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
119940;33102;Blackmores Sugar Balance;0,02;0;0;0;0;0;0;6,43;8;35;35;70;116,7;6,6;17;30;0;0,6;0;0;104,2;0;0;0;0;3,91;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
119956;33101;Blackmores Professinal Bio Chromium Plus;0,04;0;0;0;0;0;0;0;0;50;50;150;250;20,7;300;0;0;2;0;0;13,5;17,3;14,8;0;0;4,89;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
120016;33102;Nature's Way Women's Energy Multi;0,02;0;0;0;1500;1500;250;45,95;50;50;50;400;666,7;41,4;50;100;33,5;106;0;5,26;104,2;0;2;26;0;7,51;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
120018;33301;Nutra-Life Digestive Enzymes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
120266;33102;Nature's Way Men's Energy Multi;0,02;0,03;0;0;3000;3000;500;26,76;30;50;50;200;333,3;24,8;30;150;33,5;54,1;50,5;0;54,3;46,6;10;26,2;0;20,03;0;0;0,02;0,01;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
120388;33503;Chemists' Own Glucosamine 1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
120490;33105;Endura Magnesium Rehydration Formula - Raspberry;0,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8;0;0;9,2;3,8;4,8;0;2,5;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
120628;33303;Schuessler Tissue Salts Glandular Tonic Kali Mur;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
120668;33301;Nutriway Milk Thistle and Dandelion Dietary Supplement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
120675;33202;Nature's Own Omega 3 Fish Oil Plus Calcium;0;0,61;0;4,9;0;0;4,9;0;0;0;0;0;0;0;0;0;0;350;0;0;0;0;0;0;0;0;0;2,9;0,2;0,14;0,27;0,03;0,02;213,2;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
120717;33202;OJIMEGA3 Omega 3;0;0,94;0;7,5;0;0;7,5;0;0;0;0;0;0;0;0;0;3,4;0;0;0;0;0;0;0;0;0;0;4,5;0,31;0,22;0,41;0,05;0,03;328;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
120722;33201;Nature's Own Omega 3 Fish Oil Plus Glucosamine;0;0,47;0;3,8;0;0;3,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,3;0,16;0,11;0,21;0,03;0,02;164;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
120767;33201;Nature's Own Omega 3 Fish Oil Plus Ginkgo;0;0,71;0;5,6;0;0;5,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,4;0,23;0,17;0,31;0,04;0,02;246;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
120768;33104;Golden Glow Calcium & Magnesium Complex;0,51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;43,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
120769;33104;Nature's Own Calcium Plus Vitamins D3 & K1, Magnesium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;31,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121143;33205;Blackmores Flaxseed Oil 1000mg;0;0,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0,18;0,72;0,16;0,55;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121231;33505;Lacteeze - Original;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121322;33303;Schuessler Tissue Salts General Tonic Comb 12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121326;33102;Mediherb Fe-Max Iron Tonic N/F;0;0;0;0;0;0;0;0,45;0,5;0;0;30;50;0,4;0,3;5;0;0;0;1,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121330;33301;Lifestream Biogenic Aloe Vera ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121344;33502;Healthy Care Royal Jelly 1000 mg;0,06;0;0;0;0;0;0;0;0;0,04;0,04;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121349;33502;Healthy Care Propolis 1000 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121387;33201;Healthy Care Australia Fish Oil 1000mg Omega-3;0;0,94;0;7,5;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;0,31;0,22;0,41;0,05;0,03;328;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121438;33101;Golden Glow Super Zinc-30;0,11;0;0;0;3000;3000;500;0;0;0;0;0;0;12,4;0;0;0;0;0;0;14,1;0;0;0;0;30,11;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121443;33101;E500 Tocopherols Plus Selenium;0;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316,1;0;0;0;0;0;0;25,2;0;0;0;0;0;0;0,01;0,01;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121527;33102;Usanimals;0,07;0;0;0;1500;1500;250;1,15;1,25;10;10;200;333,3;1;6;125,3;33,7;75,4;50,3;0;27;0;0;0;3,3;9,78;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121537;33301;GI-Pro;0;0;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121542;33503;Bioglan Superflex Glucosamine Liquid 1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121544;33204;Healthy Care Evening Primrose Oil 1000 mg;0;1,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0,15;0,79;0,69;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121643;33103;MH Enhance Methyl Factors;0;0;0;0;0;0;0;0;0;0;0;500;833,3;41,4;800;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121645;33503;Nature's Way Glucosamine 1500 Liquid;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121659;33112;Liver Balance;0;0,07;0;0;0;0;0;0;0;0;0;0;0;1,7;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0,02;0,01;0,05;0,05;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121665;33108;Microgenics Liver Detox;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121698;33502;Biosis Propolis 1000mg ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121812;33201;Super Fish Oil 1000mg Omega 3;0;0,94;0;7,5;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;0,31;0,22;0,41;0,05;0,03;328;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121907;33205;Biosis Lecithin 1200mg;0;0,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;36;0;0;0;0;0;0;0,18;0,13;0,54;0,54;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121920;33102;Men's Multi;0;0;0;0;3000;3000;500;22,3;25;25;25;95;158,3;20,7;50;200;33,5;25;38,2;5;4;4,4;11;26,2;0;25;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
121931;33101;Nature's Own Zinc + C Natural Orange Flavour;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;249,4;0;0;0;0;0;0;0;0;13,1;6,48;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
122001;33205;Lignan Life Flaxseed Oil;0;0,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0,17;0,69;0,16;0,53;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
122005;33101;Nutrimedicine E Biocell 500 + Selenium ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;335,6;0;0;0;0;0;0;25,2;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
122043;33201;Fish Oil Omega 3 1000mg;0;0,94;0;7,5;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;0,31;0,22;0,41;0,05;0,03;328;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
122196;33505;Nature's Care Melatonin 3 mg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
122329;33101;Extra C;0,01;0;0;0;0;0;0;0;0;105,47;105,47;0;0;0;0;984,5;0;73,3;0;0;3,5;0;4,4;0;16,1;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
122357;33108;Herron Horseradish & Garlic Plus  Vitamin C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
122398;33109;Vitamin E Complex with Lecithin and Wheat Germ Oil;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;0;0;0;0;1,5;0;0;0;0;0;0;0,06;0,05;0,2;0,18;0,02;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
122428;33301;Nature's Care Spirulina 500mg;0,33;0,04;0,02;0;1000;1000;166,7;0;0;0;0;0;0;0;0;0;0,5;0,8;0;0,6;1,3;4,5;9;0;5;0;0;0;0,02;0,01;0,02;0,01;0;2,4;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
122437;33102;Brahmi Tone;0;0;0;0;0;0;0;0;0;0;0;250;416,7;0;400;0;49,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
122438;33202;Omega EFA with Vitamin E;0;0,98;0;3,8;0;0;3,8;0;0;0;0;0;0;0;0;0;33,6;0;0;0;0;0;0;0;0;0;0;2,3;0,2;0,19;0,6;0,37;0,02;164;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
122508;33202;Nutra-Life Co-Enzyme Q10 75mg;0;0,61;0;2,3;0;0;2,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,4;0,12;0,11;0,37;0,23;0,01;101,7;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
122608;33104;Nutra-Life Super Calcium Complete;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323,1;0;0;140,6;17,8;0;0;0,7;0,36;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
122609;33104;Wagner Total Calcium Complete;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;323,1;0;0;140,6;17,8;0;0;0,7;0,36;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
122622;33101;Hydralyte Apple Blackcurrant Flavoured Electrolyte Powder;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,8;0;42,4;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
122627;33101;Hydralyte Orange Flavoured Electrolyte Powder;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,5;0;42;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
122684;33205;Flaxseed Oil 1000;0;0,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0,18;0,72;0,16;0,55;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
122913;33301;Garlic Oil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
