Supplement ID;Classification Code;Dietary supplement name;Protein (g);Total fat (g);Dietary fibre (g);Preformed vitamin A (retinol) (µg);Beta-carotene (µg);Provitamin A (b-carotene equivalents) (µg);Vitamin A retinol equivalents (µg);Thiamin (B1) (mg);Riboflavin (B2) (mg);Niacin (B3) (mg);Niacin derived equivalents (mg);Folic acid  (µg);Dietary folate equivalents  (µg);Vitamin B6 (mg);Vitamin B12  (µg);Vitamin C (mg);Vitamin E (mg);Calcium (Ca) (mg);Iodine (I) (µg);Iron (Fe) (mg);Magnesium (Mg) (mg);Phosphorus (P) (mg);Potassium (K) (mg);Selenium (Se) (µg);Sodium (Na) (mg);Zinc (Zn) (mg);Caffeine (mg);Cholesterol (mg);Total saturated fat (g);Total monounsaturated fat (g);Total polyunsaturated fat (g);Linoleic acid (g);Alpha-linolenic acid (g);Total long chain omega 3 fatty acids (mg);Total trans fatty acids (mg);Purchase Link;Image Link;Price
150587;33102;Adrenoplex;0,15;0;0;0;0;0;0;0;0;20;20;50;83,3;4,1;5;0;0;4,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
150677;33104;Biosource Calcium 600mg with Vitamin D ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
150684;33202;Microgenics Pregnancy and Breastfeeding Multivitamin;0,18;0,47;0;3,8;5001;5001;837,3;4,59;5;20;20;500;833,3;41,4;50;61,6;0;27,9;250;5,55;7,1;3,1;0,1;16,4;0;11,74;0;2,3;0,16;0,11;0,21;0,03;0,02;164;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
150686;33503;Biosource Glucosamine Sulphate 1000mg ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117,1;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
150789;33101;Isotonix Calcium Plus Formula;0;0;0;0;0;0;0;0;0,28;0;0;0;0;0;0;4,5;0;70,3;0;0;15,1;5,1;3,8;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
150790;33201;Biosource Odourless Omega 3 Fish Oil 1000 mg ;0;0,94;0;7,5;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;0,31;0,22;0,41;0,05;0,03;328;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
150794;33201;Biosource Omega 3 Fish Oil 1000mg ;0;0,94;0;7,5;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;0,31;0,22;0,41;0,05;0,03;328;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
150802;33102;Nature's Own Mega Potency Men's Multi Vitamin;0,12;0,01;0;0;6000;6000;1000;45,95;30;40;40;300;500;33,1;40;198,8;33,5;65,8;49,7;5,16;124,3;0;4;26,2;0;14,67;0,1;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
150803;33504;Golden Glow Co-Enzyme Q10 60mg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
150804;33102;Pulse Professionals Iron, Folic Acid, Vit B6, B12 & C;0;0;0,01;0;20;20;3,3;0;0;0;0;400;666,7;8,3;25;75;0;0;44;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
150805;33301;Pulse Professionals Progesic Fast Acting Arthritis Pain Relief;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
150822;33201;Herron Vita-Minis For Kids Omega 3 Smart Chewable;0;0,71;0;5,6;0;0;5,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,4;0,23;0,17;0,31;0,04;0,02;246;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
150829;33104;Complete Calcium and Magnesium with Vitamin D3, K1, and Boron;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327,4;0;0;135;19,6;0;0;0,7;0,36;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
150951;33503;Herron Osteoeze Glucosamine HCL Forte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
150963;33501;Herron Vita-Minis For Kids Acidophilus Plus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151037;33102;Nature's Own Mega Potency Women's Multi Vitamin;0,05;0;0;0;5000;5000;833,3;45,95;50;50;50;300;500;41,4;50;174,2;33,5;105,9;65;5,16;77,7;0;2;26,2;0;10,03;0,2;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151054;33108;New Life Health Products Vitamin C 500 mg - Sugar Free;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499,6;0;0;0;0;0;0;0;0;29,3;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151066;33201;GNC Triple Strength Fish Oil;0;1,37;0;10,5;0;0;10,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,3;0,13;0,27;0,98;0,07;0,05;793,8;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151109;33205;Enervite Super Lecithin 1200mg;0;0,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;36;0;0;0;0;0;0;0,18;0,13;0,54;0,54;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151247;33301;Promensil Menopause;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151292;33201;Vitamax Kids Fish Oil;0;0,71;0;5,6;0;0;5,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,4;0,23;0,17;0,31;0,04;0,02;246;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151476;33104;Restore Clinical Super Calcium Complex;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;353,2;0;0;156,2;18,5;0;0;0,8;0,36;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151477;33204;Health N Nature Bio-4 Beauty Collagen;0,01;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01;0,02;0,08;0,07;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151482;33504;Your Pharmacy Coenzyme Q10 50mg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151486;33101;Your Pharmacy B Group Complex;0;0;0;0;0;0;0;45,95;50;50;50;100;166,7;41,4;50;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151521;33101;Recharge;0;0;0;0;0;0;0;45,95;25;49,95;49,95;200;333,3;41,4;50;100;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151522;33201;Wagner Omega 3 Fish Oil;0;0,94;0;7,5;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;0,31;0,22;0,41;0,05;0,03;328;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151541;33101;Floradix Calcium Magnesium with Zinc and Vitamin D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,9;0;0;8;0;0;0;0;0,13;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151605;33106;Wyld Man;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,87;13;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151610;33202;Bioglan Super Omega 3 Omega 3 Concentrate Brain Power;0,21;0,73;0;5,6;0;0;5,6;0;0;10;10;250;416,7;1;250;20;0;0,2;0;0;28,2;0;0;0;0;9,78;0;3,4;0,07;0,14;0,52;0,04;0,02;423;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151692;33504;Co Q10 Lingual 100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151696;33101;Super B 50;0;0,04;0;0;0;0;0;44,6;50;50;50;400;666,7;41,4;50;100;0;4,4;0;0;0;1,5;0;0;0;0;0;0;0,01;0,01;0,02;0,02;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151704;33503;Golden Glow Formula For Joints with Glucosamine & Chondroitin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,6;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151705;33107;Livatone Shots Once A Day Cleanse & Detox;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151743;33104;Calvid;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151751;33301;Eagle Vegie Digestaid ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151755;33503;Healthy Joints Plus Pain Relieving Herbs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77,7;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151768;33102;Metagenics Thyrobalance;0;0;0;126,8;0;0;126,8;0;5;100;100;0;0;0;0;0;89,4;0;70;0;0;0;0;37,8;0;6,02;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151848;33202;Nordic Naturals Ultimate Omega 500;0;0,47;0;3,8;0;0;3,8;0;0;0;0;0;0;0;0;0;7,5;0;0;0;0;0;0;0;0;0;0;2,3;0,16;0,11;0,21;0,03;0,02;164;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151859;33111;Bio-Organics Vitamin D3 1000IU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151917;33204;Totirose ;0;1,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134,2;0;0;0;0;0;0;0;0;0;0;0;0,08;0,15;0,79;0,69;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151928;33107;Lifestream Natural Selenium;0,03;0;0,01;0;0;0;0;0,02;0;0;0;0;0,8;0;0;0;0;0,1;0;0,01;0;1,2;1,3;166;0;0,01;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
151986;33501;Ethical Nutrients Inner Health Immune Booster For Kids;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152019;33101;Healthy Bones   Osteo-Support;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108,6;0;356,1;0;0;135,7;74;0;0;1,1;1,1;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152020;33101;Aktavite Multi Vitamin & Mineral;0;0;0;50,9;0;0;50,9;0,92;1,1;12;12;99;165;0,8;1,5;49,9;0;50,3;118,5;2,06;12,7;38,6;0;0;2,6;1,99;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152022;33501;Ethical Nutrients Inner Health For Kids;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152026;33101;Aktavite Super C Immune;0;0;0;0;0;0;0;0,92;1,1;12;12;99;165;0,8;1,5;149,2;0;61,7;0;0;0;38,6;0;0;6,5;1,5;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152059;33204;Nulife Evening Primrose Oil;0;1,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0,15;0,79;0,69;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152072;33503;Nature's Own Joint Enhance Glucosamine and Chondroitin Complex with Easy Glide Technology;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152089;33201;Omegagen Cardio;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,16;0,05;0,3;0,02;0,01;119;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152091;33107;Blackmores Selemite B;0,03;0;0,01;0;0;0;0;0,02;0;0;0;0;0,8;0;0;0;0;0,1;0;0,01;0;1,2;1,3;166,8;0;0,01;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152193;33101;Pharmacist Formula Mega Magnesium Complex;0,21;0;0;0;0;0;0;0;0;0;0;0;0;41,4;0;0;0;0;0;0;311,4;42,5;0;30,2;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152217;33101;Nutrimedicine Joint Support;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15,1;0;4,89;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152218;33111;D3 Drops;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152222;33503;Bio-Organics Glucosamine 750 & Chondroitin 400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,6;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152253;33301;Thompson's One-A-Day Tribulus 20000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152254;33505;Nutrimedicine Enzyme Support ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152257;33102;Pharmacist Formula Women's Multi Vitamin Ultimate Formula;0,07;0;0;0;5000,3;5000,3;833,4;44,6;50;50;50;500;833,3;41,4;50;164,3;33,5;67;50,5;4,9;49,1;0;2;25,2;0;4,89;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152266;33101;Nutrition Care Muscleback Energy Magnesium Complex;0,5;0;0;0;0;0;0;3,57;0;4;4;30;50;3,3;4;20;20,3;0;0;0;49,7;0;8,1;5;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152273;33108;Herron Natural Essentials Vitamin C Dietary Supplement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499,6;0;0;0;0;0;0;0;0;29,3;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152295;33301;Metagenics Immunocare;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152304;33108;Celebrity Slim Cravings Blocker ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152306;33102;Bioglan Medicinals Specialised Multivitamin Multi-Betic;0,02;0;0;0;250;250;41,7;5,67;0;15,18;15,18;0;0;12,4;12;50;16,7;0,5;0;0;104,2;0;0;30,1;0;10,03;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152352;33101;Ferro-4;0;0;0;0;0;0;0;0;0;0;0;400;666,7;0;50;200;0;0;0;24,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152357;33504;Chemsave Premium Choice Coenzyme Q10 50mg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152382;33101;Vital Royal Jelly + Vitamin E + Zinc;0,1;0;0;0;0;0;0;0;0;0,06;0,06;0;0;0;0;0;76,9;0;0;0;0;0;0;0;0;11,23;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152385;33101;Dr Vera's Pure Innovation Activated B Complex;0;0;0;0;0;0;0;44,6;15,74;100;100;0;0;23,4;500;0;0;13,1;0;0;0;2,5;0;0;1;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152479;33102;Nutriway Daily Multivitamin Multimineral ;0,01;0;0;2005,6;0;0;2005,6;2,03;2,6;20;20;400;666,9;1,5;10,5;85,6;20;187,7;203,6;5,17;110,8;145,3;0,4;0;0;15,99;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152482;33107;Qsilica Gel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152487;33402;Endura Glutamine;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152531;33204;Evening Primrose Oil;0;1,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0,15;0,79;0,69;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152542;33104;Healthy Care Calcium Carbonate 1500 + Vitamin D Complex ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152544;33505;Shark Cartilage;0,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152545;33101;Bioglan Super Strength Bio Active Magnesium;0,21;0;0;0;0;0;0;0;0;0;0;0;0;41,4;0;0;0;0;0;0;311,4;42,5;0;30,2;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152578;33101;MH Enhance Everyday B Multi;0,06;0;0;734,8;3000;3000;1234,8;45,95;40;105;105;400;667;41,4;100;75;23,3;19,7;38,2;5,13;7,3;21,5;15,5;100,8;2,1;8,64;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152597;33102;Ethical Nutrients Liver Detox & Support;0;0;0;0;0;0;0;17,84;0;50;50;200;333,3;12,4;200;89,7;0;12,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152615;33112;Isagenix Natural Accelerator;0,01;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,2;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152660;33101;Metagenics C-Ultrascorb II;0,01;0;0;0;0;0;0;0;0;74,1;74,1;0;0;0;0;800,2;0;39,4;0;0;3,4;0;3,4;0;12,8;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
152676;33503;Healthy Care Super Joint and Arthritis Relief ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
